p_pdb_id,Residue length,actual_hinge_cnt,sigma,average_delta_g
pdb2b44_A_original_CA_coordinates.csv,129,3,0.5,16.0938
pdb6gjy_A_original_CA_coordinates.csv,165,3,0.5,0.87472
pdb3hc4_H_original_CA_coordinates.csv,212,3,0.5,2.25207
pdb7lg4_A_original_CA_coordinates.csv,227,3,0.5,100.475
pdb2lgh_A_original_CA_coordinates.csv,144,3,0.5,0.0485032
pdb7wxl_A_original_CA_coordinates.csv,310,3,0.5,38.3057
pdb7ycq_A_original_CA_coordinates.csv,111,3,0.5,5.92387
pdb5qfq_A_original_CA_coordinates.csv,284,3,0.5,52.0366
pdb4eem_A_original_CA_coordinates.csv,273,3,0.5,3.30632
pdb4whn_A_original_CA_coordinates.csv,170,3,0.5,70.5931
pdb3ju3_A_original_CA_coordinates.csv,113,3,0.5,0.078519
pdb6i62_A_original_CA_coordinates.csv,224,3,0.5,20.887
pdb4lgn_A_original_CA_coordinates.csv,739,3,0.5,5.69095
pdb4yjv_A_original_CA_coordinates.csv,263,3,0.5,4.46199
pdb2edl_A_original_CA_coordinates.csv,110,3,0.5,2.32048
pdb1zja_A_original_CA_coordinates.csv,557,3,0.5,2.32397
pdb8h63_A_original_CA_coordinates.csv,462,3,0.5,5.15188
pdb1kz1_A_original_CA_coordinates.csv,150,3,0.5,12.2153
pdb6mt3_A_original_CA_coordinates.csv,276,3,0.5,22.1485
pdb4jsf_A_original_CA_coordinates.csv,407,3,0.5,53.508
pdb5ecw_A_original_CA_coordinates.csv,132,3,0.5,3.82392
pdb7tbr_A_original_CA_coordinates.csv,142,3,0.5,0.966196
pdb6y9f_A_original_CA_coordinates.csv,288,3,0.5,19.7264
pdb8e8j_A_original_CA_coordinates.csv,425,3,0.5,19.6282
pdb3ze8_A_original_CA_coordinates.csv,277,3,0.5,17.975
pdb2j4m_A_original_CA_coordinates.csv,100,3,0.5,0.447889
pdb2lc9_A_original_CA_coordinates.csv,164,3,0.5,19.7319
pdb2hdj_A_original_CA_coordinates.csv,322,3,0.5,43.5668
pdb3uiq_A_original_CA_coordinates.csv,901,3,0.5,0.00270454
pdb3h54_A_original_CA_coordinates.csv,387,3,0.5,11.044
pdb4q81_A_original_CA_coordinates.csv,257,3,0.5,160.318
pdb8f7h_A_original_CA_coordinates.csv,428,3,0.5,30.0539
pdb5qzq_A_original_CA_coordinates.csv,237,3,0.5,17.0893
pdb3bvl_A_original_CA_coordinates.csv,172,3,0.5,4.12472
pdb7lsa_A_original_CA_coordinates.csv,760,3,0.5,6.11915
pdb6pvz_A_original_CA_coordinates.csv,188,3,0.5,5.73333
pdb7kua_A_original_CA_coordinates.csv,149,3,0.5,0.383364
pdb4wpn_A_original_CA_coordinates.csv,494,3,0.5,64.1205
pdb5hhj_A_original_CA_coordinates.csv,294,3,0.5,51.6534
pdb4idz_A_original_CA_coordinates.csv,437,3,0.5,99.0285
pdb3nfa_A_original_CA_coordinates.csv,149,3,0.5,1.22672
pdb8j0v_X_original_CA_coordinates.csv,173,3,0.5,1.55968
pdb6z8j_A_original_CA_coordinates.csv,279,3,0.5,88.2957
pdb3mfs_A_original_CA_coordinates.csv,303,3,0.5,2.95882
pdb2bid_A_original_CA_coordinates.csv,197,3,0.5,1.22172
pdb4icy_A_original_CA_coordinates.csv,462,3,0.5,5.90442
pdb4y4b_A_original_CA_coordinates.csv,330,3,0.5,17.1978
pdb4tjw_A_original_CA_coordinates.csv,199,3,0.5,6.19634
pdb5nkl_A_original_CA_coordinates.csv,540,3,0.5,1.83653
pdb5yjk_A_original_CA_coordinates.csv,221,3,0.5,28.8353
pdb5chu_A_original_CA_coordinates.csv,359,3,0.5,2.14564
pdb7ea2_B_original_CA_coordinates.csv,107,3,0.5,3.32948
pdb6gvi_A_original_CA_coordinates.csv,910,3,0.5,1.57082
pdb3k50_A_original_CA_coordinates.csv,376,3,0.5,15.0023
pdb1gx4_A_original_CA_coordinates.csv,287,3,0.5,7.26611
pdb7p49_A_original_CA_coordinates.csv,276,3,0.5,230.353
pdb1rga_A_original_CA_coordinates.csv,104,3,0.5,12.6247
pdb8cif_H_original_CA_coordinates.csv,255,3,0.5,12.9191
pdb6ir6_A_original_CA_coordinates.csv,232,3,0.5,3.00989
pdb3hpw_A_original_CA_coordinates.csv,101,3,0.5,10.4315
pdb4g4q_A_original_CA_coordinates.csv,254,3,0.5,39.1842
pdb4zgj_A_original_CA_coordinates.csv,204,3,0.5,0.916734
pdb4p31_A_original_CA_coordinates.csv,230,3,0.5,0.0714279
pdb6hos_A_original_CA_coordinates.csv,213,3,0.5,58.2781
pdb2f8d_A_original_CA_coordinates.csv,221,3,0.5,3.44828
pdb2w8h_A_original_CA_coordinates.csv,322,3,0.5,68.9103
pdb8elt_A_original_CA_coordinates.csv,166,3,0.5,7.71964
pdb6qi3_A_original_CA_coordinates.csv,298,3,0.5,0.369577
pdb4n2r_A_original_CA_coordinates.csv,306,3,0.5,4.0772
pdb4nnm_A_original_CA_coordinates.csv,111,3,0.5,3.0191
pdb4o04_A_original_CA_coordinates.csv,208,3,0.5,3.26001
pdb2jbh_A_original_CA_coordinates.csv,207,3,0.5,2.90201
pdb7xza_A_original_CA_coordinates.csv,443,3,0.5,0.236475
pdb7lco_A_original_CA_coordinates.csv,306,3,0.5,2.66923
pdb2y6g_A_original_CA_coordinates.csv,167,3,0.5,0.268574
pdb4jrh_A_original_CA_coordinates.csv,412,3,0.5,368.111
pdb1roe_A_original_CA_coordinates.csv,97,3,0.5,9.28047
pdb6qq9_A_original_CA_coordinates.csv,225,3,0.5,21.0128
pdb3paj_A_original_CA_coordinates.csv,302,3,0.5,2.74931
pdb7m26_A_original_CA_coordinates.csv,258,3,0.5,2.86635
pdb2boj_A_original_CA_coordinates.csv,114,3,0.5,2.87205
