p_pdb_id,Residue length,actual_hinge_cnt,sigma,average_delta_g
pdb2b44_A_original_CA_coordinates.csv,129,5,0.5,24.9704
pdb6gjy_A_original_CA_coordinates.csv,165,5,0.5,4.76282
pdb3hc4_H_original_CA_coordinates.csv,212,5,0.5,104.69
pdb7lg4_A_original_CA_coordinates.csv,227,5,0.5,48.921
pdb2lgh_A_original_CA_coordinates.csv,144,5,0.5,78.2791
pdb7wxl_A_original_CA_coordinates.csv,310,5,0.5,91.6826
pdb5qfq_A_original_CA_coordinates.csv,284,5,0.5,42.0017
pdb4eem_A_original_CA_coordinates.csv,273,5,0.5,23.6751
pdb4whn_A_original_CA_coordinates.csv,170,5,0.5,56.149
pdb6i62_A_original_CA_coordinates.csv,224,5,0.5,158.609
pdb4lgn_A_original_CA_coordinates.csv,739,5,0.5,200.795
pdb4yjv_A_original_CA_coordinates.csv,263,5,0.5,40.0352
pdb1zja_A_original_CA_coordinates.csv,557,5,0.5,28.0102
pdb8h63_A_original_CA_coordinates.csv,462,5,0.5,1.80447
pdb1kz1_A_original_CA_coordinates.csv,150,5,0.5,7.91309
pdb6mt3_A_original_CA_coordinates.csv,276,5,0.5,13.3624
pdb4jsf_A_original_CA_coordinates.csv,407,5,0.5,832.852
pdb5ecw_A_original_CA_coordinates.csv,132,5,0.5,22.1477
pdb7tbr_A_original_CA_coordinates.csv,142,5,0.5,4.94374
pdb6y9f_A_original_CA_coordinates.csv,288,5,0.5,80.8494
pdb8e8j_A_original_CA_coordinates.csv,425,5,0.5,57.1959
pdb3ze8_A_original_CA_coordinates.csv,277,5,0.5,0.125026
pdb2lc9_A_original_CA_coordinates.csv,164,5,0.5,21.4001
pdb2hdj_A_original_CA_coordinates.csv,322,5,0.5,2.27032
pdb3uiq_A_original_CA_coordinates.csv,901,5,0.5,370.468
pdb3h54_A_original_CA_coordinates.csv,387,5,0.5,68.7922
pdb4q81_A_original_CA_coordinates.csv,257,5,0.5,101.456
pdb8f7h_A_original_CA_coordinates.csv,428,5,0.5,19.4977
pdb5qzq_A_original_CA_coordinates.csv,237,5,0.5,228.848
pdb3bvl_A_original_CA_coordinates.csv,172,5,0.5,21.1082
pdb7lsa_A_original_CA_coordinates.csv,760,5,0.5,1.69128
pdb6pvz_A_original_CA_coordinates.csv,188,5,0.5,0.773312
pdb7kua_A_original_CA_coordinates.csv,149,5,0.5,28.3396
pdb4wpn_A_original_CA_coordinates.csv,494,5,0.5,60.5121
pdb5hhj_A_original_CA_coordinates.csv,294,5,0.5,136.483
pdb4idz_A_original_CA_coordinates.csv,437,5,0.5,6.26592
pdb3nfa_A_original_CA_coordinates.csv,149,5,0.5,31.7068
