p_pdb_id,Residue length,actual_hinge_cnt,sigma,average_delta_g
pdb2b44_A_original_CA_coordinates.csv,129,2,0.5,0.19357
pdb6gjy_A_original_CA_coordinates.csv,165,2,0.5,7.55433
pdb3hc4_H_original_CA_coordinates.csv,212,2,0.5,0.228113
pdb7lg4_A_original_CA_coordinates.csv,227,2,0.5,1.70252
pdb2lgh_A_original_CA_coordinates.csv,144,2,0.5,3.64401
pdb7wxl_A_original_CA_coordinates.csv,310,2,0.5,27.2476
pdb7ycq_A_original_CA_coordinates.csv,111,2,0.5,0.344921
pdb5qfq_A_original_CA_coordinates.csv,284,2,0.5,3.17789
pdb4eem_A_original_CA_coordinates.csv,273,2,0.5,2.53434
pdb4whn_A_original_CA_coordinates.csv,170,2,0.5,0.409243
pdb3ju3_A_original_CA_coordinates.csv,113,2,0.5,33.4879
pdb6i62_A_original_CA_coordinates.csv,224,2,0.5,5.16124
pdb4lgn_A_original_CA_coordinates.csv,739,2,0.5,0.158973
pdb4yjv_A_original_CA_coordinates.csv,263,2,0.5,5.25487
pdb2edl_A_original_CA_coordinates.csv,110,2,0.5,113.045
pdb1zja_A_original_CA_coordinates.csv,557,2,0.5,5.60037
pdb8h63_A_original_CA_coordinates.csv,462,2,0.5,0.438678
pdb1kz1_A_original_CA_coordinates.csv,150,2,0.5,1.27182
pdb6mt3_A_original_CA_coordinates.csv,276,2,0.5,1.38555
pdb4jsf_A_original_CA_coordinates.csv,407,2,0.5,0.201888
pdb5ecw_A_original_CA_coordinates.csv,132,2,0.5,0.018247
pdb7tbr_A_original_CA_coordinates.csv,142,2,0.5,0.18667
pdb6y9f_A_original_CA_coordinates.csv,288,2,0.5,1.77468
pdb8e8j_A_original_CA_coordinates.csv,425,2,0.5,3.1314
pdb3ze8_A_original_CA_coordinates.csv,277,2,0.5,0.214876
pdb2j4m_A_original_CA_coordinates.csv,100,2,0.5,0.178637
pdb2lc9_A_original_CA_coordinates.csv,164,2,0.5,0.374345
pdb2hdj_A_original_CA_coordinates.csv,322,2,0.5,4.34012
pdb3uiq_A_original_CA_coordinates.csv,901,2,0.5,6.83662
pdb3h54_A_original_CA_coordinates.csv,387,2,0.5,0.334751
pdb1j3x_A_original_CA_coordinates.csv,77,2,0.5,0.261707
pdb4q81_A_original_CA_coordinates.csv,257,2,0.5,0.300115
pdb8f7h_A_original_CA_coordinates.csv,428,2,0.5,2.81275
pdb5qzq_A_original_CA_coordinates.csv,237,2,0.5,31.6696
pdb3bvl_A_original_CA_coordinates.csv,172,2,0.5,199.951
pdb7lsa_A_original_CA_coordinates.csv,760,2,0.5,1.2644
pdb6pvz_A_original_CA_coordinates.csv,188,2,0.5,28.198
pdb7kua_A_original_CA_coordinates.csv,149,2,0.5,15.4775
pdb4wpn_A_original_CA_coordinates.csv,494,2,0.5,4.04961
pdb5hhj_A_original_CA_coordinates.csv,294,2,0.5,0.225579
pdb4idz_A_original_CA_coordinates.csv,437,2,0.5,0.261026
pdb3nfa_A_original_CA_coordinates.csv,149,2,0.5,3.20816
pdb8j0v_X_original_CA_coordinates.csv,173,2,0.5,791.716
pdb6z8j_A_original_CA_coordinates.csv,279,2,0.5,2.31661
pdb3mfs_A_original_CA_coordinates.csv,303,2,0.5,0.610264
pdb2bid_A_original_CA_coordinates.csv,197,2,0.5,0.10311
pdb4icy_A_original_CA_coordinates.csv,462,2,0.5,13.7731
pdb4y4b_A_original_CA_coordinates.csv,330,2,0.5,4.21461
pdb4tjw_A_original_CA_coordinates.csv,199,2,0.5,1.01471
pdb5nkl_A_original_CA_coordinates.csv,540,2,0.5,427.24
pdb5yjk_A_original_CA_coordinates.csv,221,2,0.5,1.73401
pdb5chu_A_original_CA_coordinates.csv,359,2,0.5,3.97632
pdb7ea2_B_original_CA_coordinates.csv,107,2,0.5,2.38112
pdb6gvi_A_original_CA_coordinates.csv,910,2,0.5,0.0261359
pdb3k50_A_original_CA_coordinates.csv,376,2,0.5,0.261279
pdb1gx4_A_original_CA_coordinates.csv,287,2,0.5,0.0752704
pdb7p49_A_original_CA_coordinates.csv,276,2,0.5,5.23272
pdb1rga_A_original_CA_coordinates.csv,104,2,0.5,0.0635714
pdb8cif_H_original_CA_coordinates.csv,255,2,0.5,0.994806
pdb6ir6_A_original_CA_coordinates.csv,232,2,0.5,3.20289
pdb3hpw_A_original_CA_coordinates.csv,101,2,0.5,4.93446
pdb4g4q_A_original_CA_coordinates.csv,254,2,0.5,0.911584
pdb4zgj_A_original_CA_coordinates.csv,204,2,0.5,2.675
pdb4p31_A_original_CA_coordinates.csv,230,2,0.5,1.53594
pdb6hos_A_original_CA_coordinates.csv,213,2,0.5,0.262163
pdb2f8d_A_original_CA_coordinates.csv,221,2,0.5,0.943824
pdb2w8h_A_original_CA_coordinates.csv,322,2,0.5,1.03352
pdb8elt_A_original_CA_coordinates.csv,166,2,0.5,0.192846
pdb6qi3_A_original_CA_coordinates.csv,298,2,0.5,51.3494
pdb4n2r_A_original_CA_coordinates.csv,306,2,0.5,0.353654
pdb4nnm_A_original_CA_coordinates.csv,111,2,0.5,0.0512181
pdb4o04_A_original_CA_coordinates.csv,208,2,0.5,0.162237
pdb2jbh_A_original_CA_coordinates.csv,207,2,0.5,2.30305
pdb7xza_A_original_CA_coordinates.csv,443,2,0.5,0.645444
pdb7lco_A_original_CA_coordinates.csv,306,2,0.5,0.416019
pdb2y6g_A_original_CA_coordinates.csv,167,2,0.5,1.98806
pdb4jrh_A_original_CA_coordinates.csv,412,2,0.5,11.7398
pdb1qpm_A_original_CA_coordinates.csv,69,2,0.5,0.0536969
pdb1roe_A_original_CA_coordinates.csv,97,2,0.5,0.453996
pdb6qq9_A_original_CA_coordinates.csv,225,2,0.5,2.90677
pdb3paj_A_original_CA_coordinates.csv,302,2,0.5,2.44194
pdb4hs2_A_original_CA_coordinates.csv,64,2,0.5,0.0364401
pdb7m26_A_original_CA_coordinates.csv,258,2,0.5,0.912279
pdb2boj_A_original_CA_coordinates.csv,114,2,0.5,3.49703
pdb7b82_A_original_CA_coordinates.csv,105,2,0.5,1.77354
pdb8q1n_A_original_CA_coordinates.csv,320,2,0.5,0.0764063
pdb7fzt_A_original_CA_coordinates.csv,130,2,0.5,0.89009
pdb6ach_A_original_CA_coordinates.csv,364,2,0.5,166.083
pdb3kae_A_original_CA_coordinates.csv,225,2,0.5,0.0348004
pdb5hvy_A_original_CA_coordinates.csv,335,2,0.5,42.489
pdb6iv7_A_original_CA_coordinates.csv,386,2,0.5,0.144019
pdb5n0g_A_original_CA_coordinates.csv,208,2,0.5,0.873949
pdb6g8t_A_original_CA_coordinates.csv,106,2,0.5,0.591311
pdb4cn9_A_original_CA_coordinates.csv,397,2,0.5,1.68547
pdb6z2o_A_original_CA_coordinates.csv,354,2,0.5,14.0439
pdb6t5l_A_original_CA_coordinates.csv,224,2,0.5,2.53929
pdb4r66_A_original_CA_coordinates.csv,326,2,0.5,2.59169
pdb5pjt_A_original_CA_coordinates.csv,331,2,0.5,6.3026
pdb6lul_B_original_CA_coordinates.csv,224,2,0.5,1.19658
pdb2rr6_A_original_CA_coordinates.csv,168,2,0.5,0.025978
pdb3ioj_A_original_CA_coordinates.csv,284,2,0.5,0.127352
pdb3ckg_A_original_CA_coordinates.csv,236,2,0.5,26.4029
pdb5uav_A_original_CA_coordinates.csv,278,2,0.5,24.0677
pdb8i4j_A_original_CA_coordinates.csv,220,2,0.5,7.44803
pdb6lqo_A_original_CA_coordinates.csv,258,2,0.5,99.1169
pdb3fj1_A_original_CA_coordinates.csv,326,2,0.5,1.61348
pdb4pg7_A_original_CA_coordinates.csv,402,2,0.5,1.57315
pdb2qnl_A_original_CA_coordinates.csv,159,2,0.5,5.44482
pdb5nvg_A_original_CA_coordinates.csv,75,2,0.5,0.0451035
pdb7tl4_A_original_CA_coordinates.csv,184,2,0.5,22.8945
pdb6prc_C_original_CA_coordinates.csv,332,2,0.5,2.30302
pdb1fdt_A_original_CA_coordinates.csv,285,2,0.5,9.83076
pdb6c8q_A_original_CA_coordinates.csv,268,2,0.5,7.84428
pdb6oe6_A_original_CA_coordinates.csv,127,2,0.5,3.71269
pdb4l7t_A_original_CA_coordinates.csv,490,2,0.5,1.46404
pdb6btf_A_original_CA_coordinates.csv,317,2,0.5,0.54575
pdb5r96_A_original_CA_coordinates.csv,347,2,0.5,1.32057
pdb3smv_A_original_CA_coordinates.csv,233,2,0.5,30.0829
pdb2fvv_A_original_CA_coordinates.csv,135,2,0.5,0.39407
pdb3cg6_A_original_CA_coordinates.csv,131,2,0.5,0.747279
pdb3hob_M_original_CA_coordinates.csv,156,2,0.5,0.603477
pdb3zjf_A_original_CA_coordinates.csv,322,2,0.5,67.7095
pdb8tuv_A_original_CA_coordinates.csv,425,2,0.5,0.785811
pdb4ok3_A_original_CA_coordinates.csv,426,2,0.5,0.611954
pdb5ii8_A_original_CA_coordinates.csv,131,2,0.5,22.4321
pdb5v0r_A_original_CA_coordinates.csv,145,2,0.5,4.52695
pdb7lp0_A_original_CA_coordinates.csv,111,2,0.5,0.0362793
pdb3as5_A_original_CA_coordinates.csv,183,2,0.5,1.53141
pdb7bqi_A_original_CA_coordinates.csv,174,2,0.5,26.6282
