p_pdb_id,Residue length,actual_hinge_cnt,sigma,monge_rate_1
pdb2b44_A_original_CA_coordinates.csv,129,3,0.5,0.944347
pdb6gjy_A_original_CA_coordinates.csv,165,3,0.5,0.975032
pdb3hc4_H_original_CA_coordinates.csv,212,3,0.5,0.95343
pdb7lg4_A_original_CA_coordinates.csv,227,3,0.5,0.928202
pdb2lgh_A_original_CA_coordinates.csv,144,3,0.5,0.906255
pdb7wxl_A_original_CA_coordinates.csv,310,3,0.5,0.928464
pdb7ycq_A_original_CA_coordinates.csv,111,3,0.5,0.959656
pdb5qfq_A_original_CA_coordinates.csv,284,3,0.5,0.940709
pdb4eem_A_original_CA_coordinates.csv,273,3,0.5,0.949254
pdb4whn_A_original_CA_coordinates.csv,170,3,0.5,0.879512
pdb3ju3_A_original_CA_coordinates.csv,113,3,0.5,0.912305
pdb6i62_A_original_CA_coordinates.csv,224,3,0.5,0.931937
pdb4lgn_A_original_CA_coordinates.csv,739,3,0.5,0.940264
pdb4yjv_A_original_CA_coordinates.csv,263,3,0.5,0.961499
pdb2edl_A_original_CA_coordinates.csv,110,3,0.5,0.945279
pdb1zja_A_original_CA_coordinates.csv,557,3,0.5,0.918095
pdb8h63_A_original_CA_coordinates.csv,462,3,0.5,0.9583
pdb1kz1_A_original_CA_coordinates.csv,150,3,0.5,0.919669
pdb6mt3_A_original_CA_coordinates.csv,276,3,0.5,0.93671
pdb4jsf_A_original_CA_coordinates.csv,407,3,0.5,0.895089
pdb5ecw_A_original_CA_coordinates.csv,132,3,0.5,0.922812
pdb7tbr_A_original_CA_coordinates.csv,142,3,0.5,0.952366
pdb6y9f_A_original_CA_coordinates.csv,288,3,0.5,0.935393
pdb8e8j_A_original_CA_coordinates.csv,425,3,0.5,0.918836
pdb3ze8_A_original_CA_coordinates.csv,277,3,0.5,0.900568
pdb2j4m_A_original_CA_coordinates.csv,100,3,0.5,0.926114
pdb2lc9_A_original_CA_coordinates.csv,164,3,0.5,0.896562
pdb2hdj_A_original_CA_coordinates.csv,322,3,0.5,0.910819
pdb3uiq_A_original_CA_coordinates.csv,901,3,0.5,0.952205
pdb3h54_A_original_CA_coordinates.csv,387,3,0.5,0.945073
pdb4q81_A_original_CA_coordinates.csv,257,3,0.5,0.862705
pdb8f7h_A_original_CA_coordinates.csv,428,3,0.5,0.912157
pdb5qzq_A_original_CA_coordinates.csv,237,3,0.5,0.909018
pdb3bvl_A_original_CA_coordinates.csv,172,3,0.5,0.944551
pdb7lsa_A_original_CA_coordinates.csv,760,3,0.5,0.925989
pdb6pvz_A_original_CA_coordinates.csv,188,3,0.5,0.932733
pdb7kua_A_original_CA_coordinates.csv,149,3,0.5,0.958158
pdb4wpn_A_original_CA_coordinates.csv,494,3,0.5,0.939645
pdb5hhj_A_original_CA_coordinates.csv,294,3,0.5,0.884632
pdb4idz_A_original_CA_coordinates.csv,437,3,0.5,0.923733
pdb3nfa_A_original_CA_coordinates.csv,149,3,0.5,0.971553
pdb8j0v_X_original_CA_coordinates.csv,173,3,0.5,0.970818
pdb6z8j_A_original_CA_coordinates.csv,279,3,0.5,0.902316
pdb3mfs_A_original_CA_coordinates.csv,303,3,0.5,0.917074
pdb2bid_A_original_CA_coordinates.csv,197,3,0.5,0.940186
pdb4icy_A_original_CA_coordinates.csv,462,3,0.5,0.928283
pdb4y4b_A_original_CA_coordinates.csv,330,3,0.5,0.93664
pdb4tjw_A_original_CA_coordinates.csv,199,3,0.5,0.964317
pdb5nkl_A_original_CA_coordinates.csv,540,3,0.5,0.920482
pdb5yjk_A_original_CA_coordinates.csv,221,3,0.5,0.882225
pdb5chu_A_original_CA_coordinates.csv,359,3,0.5,0.965785
pdb7ea2_B_original_CA_coordinates.csv,107,3,0.5,0.946052
pdb6gvi_A_original_CA_coordinates.csv,910,3,0.5,0.95174
pdb3k50_A_original_CA_coordinates.csv,376,3,0.5,0.958857
pdb1gx4_A_original_CA_coordinates.csv,287,3,0.5,0.946446
pdb7p49_A_original_CA_coordinates.csv,276,3,0.5,0.854707
pdb1rga_A_original_CA_coordinates.csv,104,3,0.5,0.947106
